uid,Type,Producers,Studios,Source,Themes,Demographic,Duration,Favorites,Streaming Platforms
31973,ONA,['add some'],['Sunrise'],Manga,"['Mecha', 'Military', 'Space']",,18 min. per ep.,413,[]
4985,Movie,['Aniplex'],['Seven Arcs'],Original,[],,2 hr. 10 min.,195,[]
3572,TV,"['Bandai Visual', 'Mainichi Broadcasting System', 'Big West']",['Satelight'],Original,"['Mecha', 'Military', 'Music', 'Space']",,24 min. per ep.,"1,876",[]
4280,Movie,['Notes'],['ufotable'],Light novel,[],,46 min.,317,[]
429,OVA,"['HAL Film Maker', 'GDH', 'MediaNet']",['Gonzo'],Original,[],,50 min.,31,[]
5781,OVA,"['VAP', 'AIC']","['AIC Spirits', 'BeSTACK']",Original,"['Harem', 'Isekai', 'Mecha', 'School']",,45 min. per ep.,"1,848",['Crunchyroll']
10029,Movie,['Nippon Television Network'],['Studio Ghibli'],Manga,"['Historical', 'School']",Shoujo,1 hr. 35 min.,"1,218",['Netflix']
38250,ONA,['Tencent Animation & Comics'],['Haoliners Animation League'],Web manga,[],,12 min. per ep.,103,[]
16916,Special,"['Bandai Visual', 'Lantis']",['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,23 min.,88,[]
7062,TV,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],4-koma manga,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,24 min. per ep.,147,['HIDIVE']
2623,Movie,"['Shochiku', 'Fuji TV', 'Pioneer LDC']",['Nippon Animation'],Novel,"['Historical', 'Pets', 'Visual Arts']",,1 hr. 42 min.,82,[]
790,TV,"['WOWOW', 'Rondo Robe', 'Geneon Entertainment USA', 'Geneon Entertainment']",['Manglobe'],Original,"['Adult Cast', 'Psychological']",,25 min. per ep.,"13,765","['Netflix', 'Tubi TV']"
8408,Special,['Aniplex'],"[""Brain's Base""]",Light novel,[],,23 min. per ep.,156,[]
780,Movie,['add some'],['TMS Entertainment'],Manga,[],Shounen,1 hr. 39 min.,73,['Crunchyroll']
24921,Movie,['Sotsu'],['SANZIGEN'],Manga,[],Seinen,1 hr. 44 min.,125,[]
658,TV,"['VAP', 'Nippon Television Network']",['Madhouse'],Manga,"['Adult Cast', 'High Stakes Game', 'Organized Crime', 'Psychological', 'Strategy Game']",Seinen,23 min. per ep.,"1,302",['Crunchyroll']
2158,TV,"['Aniplex', 'Mainichi Broadcasting System', 'SKY Perfect Well Think']","['Tokyo Kids', 'Minami Machi Bugyousho']",Manga,"['Military', 'Space', 'Super Power']",Shounen,24 min. per ep.,850,[]
22,TV,"['Production I.G', 'Nihon Ad Systems']",['Trans Arts'],Manga,[],Shounen,22 min. per ep.,"3,039",['Crunchyroll']
9926,TV,"['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx']",['Studio Deen'],Manga,"['Adult Cast', 'Otaku Culture', 'Workplace']",,23 min. per ep.,"3,072",['Crunchyroll']
26123,OVA,['Starchild Records'],['GoHands'],4-koma manga,"['Gag Humor', 'School']",Shounen,25 min. per ep.,98,[]
30745,,[],[],,[],,,,[]
13767,OVA,"['Kadokawa Shoten', 'Romantica club !!']",['Studio Deen'],Manga,[],,22 min. per ep.,77,[]
2762,TV,['TOHO'],['Group TAC'],Manga,[],Shoujo,23 min. per ep.,138,[]
33899,TV,"['Bandai Visual', 'Lantis', 'Bandai Namco Games']",['TROYCA'],Game,"['Idols (Male)', 'Music']",,24 min. per ep.,"1,419",['Crunchyroll']
967,TV,['Fuji TV'],['Toei Animation'],Manga,"['Gore', 'Martial Arts', 'Super Power']",Shounen,25 min. per ep.,"2,309",['Crunchyroll']
30415,Movie,"['Shochiku', 'Asahi Broadcasting', 'I Will']",['Kyoto Animation'],Light novel,[],,1 hr. 50 min.,276,['Netflix']
11239,TV,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha', 'Grooove']",['Shaft'],4-koma manga,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,24 min. per ep.,190,['HIDIVE']
22043,TV,"['TV Tokyo', 'Dentsu']","['A-1 Pictures', 'Bridge']",Manga,[],Shounen,24 min. per ep.,"12,369",['Crunchyroll']
6505,ONA,['SamBakZa'],['add some'],Original,[],,4 min. per ep.,150,[]
32093,TV,"['Bandai Visual', 'Dentsu', 'Frontier Works', 'Lantis', 'Shochiku', 'Mainichi Broadcasting System', 'Movic', 'Yahoo! Japan', 'Grooove']",['SILVER LINK.'],Web manga,"['Iyashikei', 'School']",,24 min. per ep.,"4,333","['Crunchyroll', 'HIDIVE']"
6582,TV,['flying DOG'],['AIC ASTA'],Manga,"['Gag Humor', 'Parody', 'Super Power']",Seinen,13 min. per ep.,28,[]
114,TV,['TV Tokyo Music'],['Production I.G'],Manga,"['Delinquents', 'Gag Humor', 'School']",Shounen,11 min. per ep.,"1,658",['Crunchyroll']
85,TV,"['Sotsu', 'Nagoya Broadcasting Network']",['Sunrise'],Original,"['Mecha', 'Military', 'Space']",,24 min. per ep.,"2,285",['Crunchyroll']
25649,TV,"['Frontier Works', 'Lantis', 'Kadokawa Shoten', 'Romantica club !!']",['Studio Deen'],Manga,[],,24 min. per ep.,503,[]
996,TV,"['TV Asahi', 'Toei Advertising']",['Toei Animation'],Manga,[],Shoujo,24 min. per ep.,"1,241",[]
6586,TV,"['Pierrot', 'Yomiuri Telecasting', 'DAX Production', 'Shueisha']",['Studio Hibari'],Manga,[],Shoujo,24 min. per ep.,"1,156",['HIDIVE']
3588,TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Media Factory']",['Bones'],Manga,[],Shounen,23 min. per ep.,"27,692",['Crunchyroll']
12815,TV,"['TV Tokyo', 'Avex Entertainment']",['Pierrot'],Manga,"['Anthropomorphic', 'Iyashikei', 'Workplace']",Josei,24 min. per ep.,970,['Crunchyroll']
24,TV,"['TV Tokyo', 'Sotsu', 'Marvelous Entertainment', 'Starchild Records', 'Media Factory', 'DAX Production', 'Studio Jack']",['Studio Comet'],Manga,"['Gag Humor', 'Love Polygon', 'School']",Shounen,23 min. per ep.,"5,247",['Crunchyroll']
17549,TV,"['TV Tokyo', 'Lantis', 'Media Factory', 'Kadokawa Shoten', 'AT-X', 'Sony Music Communications']",['SILVER LINK.'],Manga,"['CGDCT', 'Iyashikei', 'School']",Seinen,24 min. per ep.,"6,356",['HIDIVE']
18429,Movie,['add some'],['TMS Entertainment'],Manga,[],Shounen,1 hr. 48 min.,41,[]
34451,TV,"['Nihon Ad Systems', 'Mainichi Broadcasting System', 'TOHO animation', 'Shueisha']",['Bones'],Manga,"['Super Power', 'Vampire']",Shounen,24 min. per ep.,"1,702",['Crunchyroll']
13331,TV,"['Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions', 'Half H.P Studio']",['White Fox'],Manga,"['Adult Cast', 'Military', 'Organized Crime']",Seinen,24 min. per ep.,743,['Crunchyroll']
9289,TV,"['Bandai Visual', 'Sotsu', 'Yomiuri Telecasting', 'Lantis', 'Pony Canyon', 'Showgate', 'Infinite']",['P.A. Works'],Original,[],,24 min. per ep.,"2,566",[]
36370,Movie,['Shochiku'],['Production I.G'],Novel,"['Adult Cast', 'Military', 'Space']",,25 min. per ep.,51,[]
3371,OVA,"['Kitty Films', 'Tokuma Shoten', 'Wright Staff']",['K-Factory'],Novel,"['Military', 'Space']",,26 min. per ep.,69,[]
22961,OVA,['add some'],['Production IMS'],Light novel,[],,29 min.,"1,109",[]
1470,TV,['Yomiuri Telecasting'],['Sunrise'],Manga,[],Shounen,24 min. per ep.,"1,030",['Crunchyroll']
39565,Movie,"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'TOHO', 'Sony Music Entertainment', 'Nippon Television Network', 'Shueisha', 'Toho Music']",['Bones'],Manga,[],Shounen,1 hr. 44 min.,"1,825","['Crunchyroll', 'Netflix', 'Animax Mongolia']"
9513,TV,"['Pierrot', 'Dentsu', 'Yomiuri Telecasting', 'Shueisha']",['Pierrot Plus'],Manga,"['Childcare', 'Delinquents', 'Mythology', 'School']",Shounen,24 min. per ep.,"5,398","['Crunchyroll', 'Animekey']"
28,TV,"['TV Tokyo', 'Aniplex', 'd-rights', 'Tohokushinsha Film Corporation', 'Atelier Musa']",['Sunrise'],Manga,[],Shounen,24 min. per ep.,922,['Crunchyroll']
38917,ONA,['Tencent Animation & Comics'],['Haoliners Animation League'],Web manga,[],,20 min. per ep.,647,['Crunchyroll']
793,Movie,"['Shochiku', 'Kodansha', 'Movic']",['Production I.G'],Manga,[],Seinen,1 hr.,125,[]
9941,TV,"['Bandai Visual', 'Mainichi Broadcasting System', 'Tohokushinsha Film Corporation']",['Sunrise'],Original,"['Adult Cast', 'Super Power']",,24 min. per ep.,"2,998","['Crunchyroll', 'Netflix']"
11813,OVA,['add some'],"[""Brain's Base""]",Manga,"['Martial Arts', 'School']",Shounen,27 min. per ep.,116,[]
27775,TV,"['Aniplex', 'Movic', 'AT-X', 'ASCII Media Works', 'Bushiroad', 'MAGES.', 'Asahi Broadcasting', 'BS11']",['Doga Kobo'],Original,[],,24 min. per ep.,"12,073",['Crunchyroll']
40179,Special,"['Square Enix', 'Genco', 'Mainichi Broadcasting System', 'AT-X', 'Studio Gokumi', 'Glovision', 'Crunchyroll', 'Kadokawa', 'My Theater D.D.']",['Project No.9'],Original,[],,4 min.,2,[]
7222,Movie,"['Bandai Visual', 'Big West', 'KlockWorx', 'Bandai Namco Games']","['Satelight', '8bit']",Original,"['Mecha', 'Military', 'Music', 'Space']",,1 hr. 54 min.,123,[]
1088,TV,"['Artland', 'Mainichi Broadcasting System', 'Studio Nue', 'Big West', 'Anime Friend']",['Tatsunoko Production'],Original,"['Mecha', 'Military', 'Music', 'Space']",,25 min. per ep.,"1,764",[]
35857,TV,"['Nippon Television Network', 'TMS Music']",['Telecom Animation Film'],Manga,[],Seinen,22 min. per ep.,404,[]
387,TV,"['Kadokawa Shoten', 'Fuji TV', 'Studio Tulip']",['Radix'],Other,[],,24 min. per ep.,"7,866",['Crunchyroll']
1594,TV,"['Aniplex', 'SKY Perfect Well Think']",['Studio Deen'],Original,[],,25 min. per ep.,699,['Crunchyroll']
2924,TV,"['Rondo Robe', 'Geneon Entertainment']",['Shaft'],Visual novel,[],,24 min. per ep.,"2,747",['Crunchyroll']
35320,OVA,['NHK'],['Madhouse'],Manga,[],Shoujo,26 min.,87,[]
12113,Movie,"['VAP', 'Hakusensha', 'Movic', 'Yahoo! Japan', 'Lucent Pictures Entertainment', 'Good Smile Company', 'Beyond C.', 'KDDI']",['Studio 4°C'],Manga,"['Gore', 'Military']",Seinen,1 hr. 32 min.,726,['Netflix']
34375,Movie,['Pony Canyon'],['Studio Gokumi'],Light novel,[],,47 min.,25,[]
30279,TV,"['Sotsu', 'Pony Canyon']",['TYO Animations'],Manga,"['CGDCT', 'Gag Humor', 'School']",,23 min. per ep.,679,['Crunchyroll']
37786,TV,"['AT-X', 'Sony Music Communications', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa']",['TROYCA'],Manga,[],,24 min. per ep.,"6,482","['HIDIVE', 'Netflix']"
31098,TV,"['Sotsu', 'Showgate', 'Tokuma Japan Communications', 'Daiichi Shokai']","['MAPPA', 'Studio VOLN']",Manga,[],Shounen,24 min. per ep.,320,[]
2618,TV,['Madhouse'],['Tokyo Movie Shinsha'],Novel,[],,24 min. per ep.,279,[]
20815,Movie,['Kadokawa Shoten'],['Studio Deen'],Manga,"['Adult Cast', 'Workplace']",,15 min.,63,[]
957,TV,"['NHK', 'Sogo Vision']",['Madhouse'],Light novel,"['Historical', 'Reverse Harem']",Shoujo,25 min. per ep.,"1,158",[]
2159,TV,"['Aniplex', 'Mainichi Broadcasting System', 'TBS', 'Kodansha', 'Movic', 'Rakuonsha']",['A-1 Pictures'],Manga,[],Seinen,24 min. per ep.,"1,730","['Crunchyroll', 'Animekey']"
36215,TV Special,['add some'],['Toei Animation'],Manga,[],Shounen,1 hr. 46 min.,27,['Crunchyroll']
25161,TV Special,['add some'],['Toei Animation'],Manga,[],Shounen,1 hr. 47 min.,108,['Crunchyroll']
10721,TV,"['Starchild Records', 'Mainichi Broadcasting System']","[""Brain's Base""]",Original,[],,24 min. per ep.,"7,261",['HIDIVE']
36563,TV,"['TBS', 'Kodansha', 'Bandai Namco Arts', 'TMS Music']",['TMS Entertainment'],Original,"['Adult Cast', 'Combat Sports']",,24 min. per ep.,"3,616","['Crunchyroll', 'Netflix', 'Tubi TV']"
6774,TV,"['Dentsu', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment', 'Bungeishunjuu']",['Toei Animation'],Novel,"['Medical', 'Psychological']",,23 min. per ep.,"1,290",[]
427,TV,"['Production I.G', 'TV Tokyo', 'HAL Film Maker', 'HoriPro', 'MediaNet']",['Gonzo'],Original,[],,23 min. per ep.,"1,299",['Crunchyroll']
2829,TV,['Fuji TV'],['Nippon Animation'],Novel,[],,23 min. per ep.,125,[]
29093,TV Special,"['Frontier Works', 'NBCUniversal Entertainment Japan', 'Front Wing']",['8bit'],Visual novel,[],,47 min.,705,['HIDIVE']
10643,Special,['add some'],['Sunrise'],Manga,"['Parody', 'Samurai']",Shounen,14 min.,52,[]
31339,TV,"['Rakuonsha', 'NBCUniversal Entertainment Japan']",['Hoods Entertainment'],Manga,"['Adult Cast', 'Gore', 'Historical', 'Isekai', 'Military', 'Samurai']",Seinen,24 min. per ep.,"4,064",['Netflix']
73,TV,"['WOWOW', 'Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures']",['Kyoto Animation'],Light novel,"['Mecha', 'Military']",,24 min. per ep.,"1,292",['Crunchyroll']
6438,OVA,['add some'],['TMS Entertainment'],Manga,[],Shounen,22 min.,14,[]
23983,OVA,['Animaruya'],['add some'],Manga,[],Shoujo,1 hr.,0,[]
29893,Special,['Shochiku'],['TYO Animations'],Manga,[],Shounen,21 min. per ep.,107,[]
35382,Special,['Avex Pictures'],['MAPPA'],Original,[],,2 min.,281,[]
4106,Movie,"['flying DOG', 'Sunny Side Up', 'Studio Jack', 'Shounen Gahousha']",['Madhouse'],Manga,[],Shounen,1 hr. 30 min.,289,[]
2752,OVA,['Production I.G'],['M.S.C'],Manga,[],Shounen,23 min. per ep.,40,[]
995,OVA,"['Production I.G', 'Shueisha']",['M.S.C'],Manga,[],Shounen,23 min. per ep.,64,[]
16395,OVA,['Shueisha'],['Tatsunoko Production'],Manga,[],Shounen,27 min.,17,[]
339,TV,"['Genco', 'Pioneer LDC']",['Triangle Staff'],Original,[],,23 min. per ep.,"28,884",['Crunchyroll']
15689,TV Special,"['Aniplex', 'Kodansha']",['Shaft'],Light novel,[],,27 min. per ep.,"1,240",['Crunchyroll']
1089,Movie,"['Artland', 'Mainichi Broadcasting System', 'Studio Nue', 'Big West', 'Shogakukan']",['Tatsunoko Production'],Original,"['Mecha', 'Military', 'Music', 'Space']",,1 hr. 55 min.,748,[]
40211,Movie,['add some'],['HMCH'],Original,[],,1 hr. 41 min.,385,['Netflix']
7711,Movie,['add some'],['Studio Ghibli'],Novel,[],,1 hr. 34 min.,"1,287",['Netflix']
10080,TV,"['TV Tokyo', 'Geneon Universal Entertainment']",['Manglobe'],Manga,"['Harem', 'Otaku Culture']",Shounen,23 min. per ep.,"1,021","['Crunchyroll', 'HIDIVE']"
27989,TV,"['Lantis', 'Pony Canyon', 'Rakuonsha']",['Kyoto Animation'],Novel,"['Music', 'Performing Arts', 'School']",,23 min. per ep.,"7,456",['Crunchyroll']
7338,Special,['Square Enix'],['Bones'],Original,[],,24 min. per ep.,832,[]
15,TV,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Shueisha']",['Gallop'],Manga,[],Shounen,23 min. per ep.,"2,037",['Crunchyroll']
66,TV,"['Genco', 'Lantis', 'Imagica', 'TV Tokyo Music', 'Cosmic Ray', 'King Records']",['J.C.Staff'],4-koma manga,"['CGDCT', 'Gag Humor', 'School']",,24 min. per ep.,"7,678",['HIDIVE']
11113,Special,['add some'],['Production I.G'],Manga,"['Childcare', 'Iyashikei']",Josei,5 min. per ep.,37,[]
2154,Movie,"['Aniplex', 'Tokyo MX', 'Beyond C.']",['Studio 4°C'],Manga,[],Seinen,1 hr. 51 min.,"1,479",[]
28297,TV,"['VAP', 'Nippon Television Network', 'Shueisha']",['Madhouse'],Manga,[],Shoujo,22 min. per ep.,"5,148","['Crunchyroll', 'HIDIVE']"
30885,OVA,['add some'],['Bones'],Manga,[],Shounen,23 min. per ep.,375,[]
31251,TV,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Sunrise'],Original,"['Mecha', 'Space']",,24 min. per ep.,"3,355","['Crunchyroll', 'Netflix']"
33489,TV,"['Ultra Super Pictures', 'TOHO animation', 'Good Smile Company']",['Trigger'],Original,[],,24 min. per ep.,"7,690",[]
416,Movie,"['Tokuma Shoten', 'Nippon Television Network']",['Studio Ghibli'],Manga,"['Historical', 'Military']",,1 hr. 33 min.,"2,180",['Netflix']
5678,TV,"['NHK', 'Kadokawa Shoten', 'NHK-BS2', 'KlockWorx', 'flying DOG']",['Madhouse'],Manga,[],,24 min. per ep.,"1,519",[]
9996,TV,"['NHK', 'Sogo Vision']",['Bee Train'],Manga,"['Adult Cast', 'Historical', 'Samurai', 'Visual Arts']",Seinen,25 min. per ep.,316,[]
645,Special,['Dentsu'],['Pierrot'],Manga,[],Shounen,1 hr. 17 min.,40,[]
21877,TV,"['Square Enix', 'Warner Bros. Japan', 'KlockWorx', 'Good Smile Company']",['J.C.Staff'],Manga,"['Love Polygon', 'Romantic Subtext', 'School', 'Video Game']",Seinen,24 min. per ep.,"2,859",['Netflix']
122,TV,['Nihon Ad Systems'],['Studio Deen'],Manga,"['Music', 'Showbiz']",Shoujo,24 min. per ep.,"1,841",[]
35968,TV,"['Aniplex', 'Dentsu', 'Fuji TV', 'Half H.P Studio', 'Ichijinsha', 'Kanetsu Investment', 'Christmas Holly']",['A-1 Pictures'],Web manga,"['Adult Cast', 'Otaku Culture', 'Workplace']",,22 min. per ep.,"11,823",[]
77,TV,"['Starchild Records', 'Omnibus Japan']",['Seven Arcs'],Original,[],,25 min. per ep.,"1,004",[]
31741,TV,"['Aniplex', 'Mainichi Broadcasting System', 'Shogakukan']",['Lay-duce'],Manga,[],Shounen,24 min. per ep.,"1,567",[]
11739,TV,"['TV Tokyo', 'Aniplex', 'Square Enix', 'Nihon Ad Systems', 'Movic']",['J.C.Staff'],Manga,"['Iyashikei', 'School']",Shounen,24 min. per ep.,373,['Crunchyroll']
934,TV,"['Frontier Works', 'Sotsu', 'DAX Production']",['Studio Deen'],Visual novel,"['Gore', 'Psychological']",,24 min. per ep.,"21,345","['HIDIVE', 'Netflix']"
18661,OVA,['add some'],['TMS Entertainment'],Manga,[],Shoujo,14 min. per ep.,452,[]
21855,TV Special,"['Aniplex', 'Kodansha']",['Shaft'],Light novel,[],,25 min. per ep.,"1,083",['Crunchyroll']
268,OVA,"['KSS', 'Shueisha']",['APPP'],Manga,"['Adult Cast', 'Gag Humor', 'Workplace']",Seinen,28 min. per ep.,"6,099",[]
401,OVA,['SME Visual Works'],['Studio Deen'],Manga,"['Historical', 'Samurai']",Shounen,42 min. per ep.,381,[]
29803,TV,"['AT-X', 'Grooove', 'Hakuhodo DY Music & Pictures', 'Kadokawa']",['Madhouse'],Light novel,[],,24 min. per ep.,"26,730","['Crunchyroll', 'Netflix', 'Animax Mongolia']"
24997,Movie,"['Bandai Visual', 'Lantis', 'ASCII Media Works', 'Bushiroad', 'Graphinica', 'ILCA']",['Sunrise'],Original,"['Idols (Female)', 'Music', 'School']",,1 hr. 39 min.,"1,205",[]
17265,TV,['NHK'],['Satelight'],Light novel,"['Adult Cast', 'Video Game']",,24 min. per ep.,"10,353","['Crunchyroll', 'Netflix']"
4814,TV,"['Frontier Works', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'Memory-Tech', 'Romantica club !!']",['Studio Deen'],Manga,[],,24 min. per ep.,959,['Crunchyroll']
39468,TV,"['WOWOW', 'Genco', 'MediaNet', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'ABC Animation', 'Happinet', 'Tokyo Animator Gakuin', 'TO Books', 'JTB Next Creation']",['Ajia-do'],Light novel,"['Isekai', 'Reincarnation']",,23 min. per ep.,"2,917","['Crunchyroll', 'Netflix']"
26213,Special,['add some'],"['Kyoto Animation', 'Animation Do']",Original,[],,23 min.,198,[]
37435,TV,"['Fuji TV', 'flying DOG', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Hakuhodo DY Media Partners']",['Bones'],Original,[],,22 min. per ep.,"2,996",['Netflix']
14075,TV,"['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Yahoo! Japan']",['Bones'],Manga,[],Shounen,24 min. per ep.,"6,597",['Crunchyroll']
21647,Movie,"['Pony Canyon', 'TBS']",['Kyoto Animation'],Original,[],,1 hr. 23 min.,"2,267",['HIDIVE']
9204,Movie,"['TMS Entertainment', 'MediaNet', 'Kids Station', 'Happinet Pictures', 'Tokyo Theatres']",['Ajia-do'],Picture book,"['Anthropomorphic', 'Childcare']",Kids,1 hr. 30 min.,184,[]
5682,TV,"['Genco', 'Media Factory']",['Bee Train'],Visual novel,[],,24 min. per ep.,"4,508",['Crunchyroll']
10049,TV,"['Yomiuri Telecasting', 'Yomiko Advertising', 'Pony Canyon', 'TOHO', 'Shueisha', 'BS11', 'Imagine']",['Studio Deen'],Manga,[],Shounen,23 min. per ep.,643,[]
14807,Movie,['Notes'],['ufotable'],Light novel,[],,1 hr. 30 min.,284,[]
1530,TV,"['Pony Canyon', 'TBS', 'Movic']",['Kyoto Animation'],Visual novel,[],,24 min. per ep.,"4,373",['Crunchyroll']
33970,Movie,"['Bandai Visual', 'Lantis', 'Movic', 'Q-Tec', 'Hakuhodo DY Music & Pictures']",['Actas'],Original,"['CGDCT', 'Military', 'School']",,47 min.,140,[]
2951,Special,"['Audio Highs', 'Miracle Robo']",['Sunrise'],Manga,"['Historical', 'Mecha', 'Parody', 'Samurai']",Shounen,32 min.,73,[]
3016,Movie,"['Kitty Films', 'Tokuma Shoten', 'Tokuma Japan Communications']",['Kitty Film Mitaka Studio'],Novel,"['Adult Cast', 'Military', 'Space']",,1 hr. 29 min.,54,['HIDIVE']
227,OVA,"['Starchild Records', 'King Records']","['Gainax', 'Production I.G']",Original,"['Mecha', 'Parody', 'Psychological']",,25 min. per ep.,"30,763",[]
34438,Movie,['add some'],['Sunrise'],Original,"['Mecha', 'Military', 'School', 'Super Power']",,2 hr. 15 min.,192,['Netflix']
4059,Special,['Pony Canyon'],['Kyoto Animation'],Visual novel,[],,23 min.,859,[]
2563,OVA,"['TV Tokyo', 'Media Factory', 'Shochiku', 'AT-X']",['HAL Film Maker'],Manga,[],Shounen,30 min.,82,[]
4772,Special,"['Production I.G', 'TV Tokyo', 'Media Factory', 'Shochiku', 'Mag Garden']",['HAL Film Maker'],Manga,[],Shounen,24 min.,27,[]
32995,TV,"['Dentsu', 'TV Asahi', 'Movic', 'Avex Pictures', 'CIC', 'Cygames']",['MAPPA'],Original,[],,23 min. per ep.,"20,886",['Crunchyroll']
1023,OVA,"['Bandai Visual', 'Victor Entertainment', 'Asatsu DK']",['Bones'],Original,[],,23 min. per ep.,379,['Crunchyroll']
8063,OVA,['Kadokawa Shoten'],['Studio Deen'],Manga,[],,21 min. per ep.,130,[]
33926,ONA,"['bilibili', 'Tencent Penguin Pictures', 'China Literature Limited']",['B.CMAY PICTURES'],Web novel,[],,23 min. per ep.,"3,978",[]
31490,Movie,['add some'],['Toei Animation'],Manga,[],Shounen,2 hr.,441,[]
2448,OVA,"['Bandai Visual', 'Tokuma Shoten']",['Production I.G'],Manga,"['Adult Cast', 'Mecha']",,2 hr. 41 min.,46,[]
27831,TV,['Aniplex'],['Shuka'],Light novel,[],,24 min. per ep.,760,['Crunchyroll']
36896,Movie,"['TOHO animation', 'Shueisha', 'Toho Music']",['Bones'],Manga,[],Shounen,1 hr. 36 min.,"1,414","['Crunchyroll', 'Netflix', 'Animax Mongolia']"
15039,Movie,['Aniplex'],['A-1 Pictures'],Original,[],,1 hr. 39 min.,624,[]
1065,TV,"['Asatsu DK', 'Fuji TV', 'TOHO']",['Group TAC'],Manga,"['Love Polygon', 'School', 'Team Sports']",Shounen,25 min. per ep.,585,[]
4053,OVA,"['Production I.G', 'Nihon Ad Systems']",['M.S.C'],Manga,[],Shounen,23 min. per ep.,51,[]
20371,Movie,"['Kadokawa Shoten', 'Cinema Sunshine']",['Studio Deen'],Light novel,"['Childcare', 'Workplace']",,50 min.,227,[]
846,TV,"['Sotsu', 'Marvelous Entertainment', 'Studio Jack']",['Studio Comet'],Manga,"['Gag Humor', 'Love Polygon', 'School']",Shounen,24 min. per ep.,800,['Crunchyroll']
36885,Movie,['Aniplex'],['CloverWorks'],Light novel,"['Harem', 'Otaku Culture', 'School']",,1 hr. 54 min.,"2,598",[]
8740,OVA,['add some'],['Toei Animation'],Manga,[],Shounen,18 min.,48,[]
39592,TV,['Sunrise Music'],['Sunrise'],Manga,"['Mecha', 'Military', 'Space']",Shounen,25 min. per ep.,117,['Crunchyroll']
81,OVA,['Atelier Musa'],['Sunrise'],Original,"['Mecha', 'Military']",,25 min. per ep.,"1,114",[]
